accession,abundance WT,abundance FRDA,p-value
P40429,4250923.31845855,5593001.906351554,0.10878839841048317
P62913,4773734.206425424,6340090.444789753,0.08254472963322032
Q96AT9,350977.3252445357,280071.03539547,0.10673888478622767
Q9NVH2,24240.790181725835,18577.187714789834,0.09894126288941224
Q8NFY9,34512.07179916123,25903.964011133463,0.11067049222678503
P05023,141261.24246850665,187413.01463147966,0.10776365118691907
P12270,313055.241970538,244843.95855556635,0.0974777878160175
P27361,66659.3362080136,71195.80861856196,0.09693285158777745
P54105,618989.4998878193,434094.8670237686,0.12524168804381244
O75717,154274.775524626,100987.74093587113,0.12035777639115688
Q16637,120558.57137482433,93284.37063417677,0.11672859411155025
Q13042,132100.844733338,109033.58872946656,0.10878473686814902
P00374,409785.8988729077,344815.65425120434,0.10337112975422746
Q99707,27541.475025178897,13285.104455751401,0.15973561905845157
O75391,343621.2164050943,392738.661466246,0.10576210670877466
P0DMV9,667821.265601714,465342.3566586546,0.14010676184906792
Q96P48,241401.42860132598,175686.06913211234,0.08180728161883123
P78371,4349704.638983437,3470020.652082497,0.11570601654664762
Q6NXR4,44904.562455024636,26700.247543949765,0.13544056057900883
O60701,348887.514189831,412932.469511804,0.10344591843951917
Q9Y5Q8,95602.31761719495,69143.56675508637,0.12626887579038926
Q9BY32,243542.81360212798,174918.03763550767,0.12916520592785558
Q96RQ9,335897.36786478903,237477.77781675002,0.0924261550809433
Q6NYC8,28076.569632686365,19618.061991938997,0.1374177985232671
P18754,844169.1480210973,666031.415610745,0.1040329025177447
P09917,31105.364996526536,36937.95591943874,0.1083761328908672
Q8IV04,65686.95143326037,46553.08963737537,0.13187636983001705
P36404,67018.83024888857,92202.24064898712,0.11204014071733295
Q01105,14778996.178323036,12050791.558250332,0.12207976680478909
Q92621,19160.6275879241,12065.5372692538,0.10536457802662617
Q99700,109326.42611323828,173338.55634016098,0.08943130698567495
P68104,43363352.18589696,33431071.586717736,0.1104933737035331
P61160,4539925.204363429,3495565.270789657,0.09411697795604418
P16615,14767.95569660129,27388.109023591267,0.0643725318102223
P04844,166706.82180762663,287493.16225942434,0.08233225246294272
P07203,384133.71172290033,257943.7146448337,0.11210188438273144
Q9BQE5,112725.71277273771,85214.20475863887,0.1197033675512359
Q9BWU0,49244.116512611334,39452.07861746607,0.10048783881492127
P13674,558544.5610556604,719443.026737723,0.11099620026714734
Q9NWY4,101368.36478650702,73717.83915532887,0.11591888012838121
O14733,35092.59406840827,40887.33195369483,0.12250675923115951
Q9BUI4,16141.787081404267,11852.6284147525,0.12053665433978132
P30837,23452.076623570163,37472.188847152494,0.0750560417328961
Q8N6H7,262664.8432647513,210752.53342184168,0.10645856349148615
Q7Z6I6,66750.14270834667,92038.12455104761,0.07705994504293336
Q9NVJ2,102358.96272703297,128511.74278688966,0.11361735252193494
Q9NS87,56300.76254455524,47399.58814122233,0.11718576820981842
Q9Y295,512220.78808450396,458550.19640579604,0.11222020249546938
Q13177,587251.9955166583,476636.958891333,0.11331863627696721
Q8NDX1,30715.235739907268,44530.597993807496,0.15462866920040086
Q9Y2L5,52886.39664817736,39841.867554358636,0.11114662641182585
P01023,55089.628554613904,64140.13405456123,0.11768814281239749
P35250,150833.640802955,118308.03792480566,0.1132893887062183
P62851,2967185.9867022336,3701847.047268173,0.12102269767633726
Q92882,432748.58379753836,337080.0248116406,0.13726608991065609
Q9H0W9,118143.15735445566,85181.26190397843,0.08104540123294249
Q15306,760883.1122776367,992127.1940293508,0.11211356013054877
P33993,1216173.8509158564,910996.6229976894,0.11759501200822622
P48637,339497.400392975,521474.82415214507,0.11703122414480761
Q9BRA2,888544.5731576906,681872.0565426566,0.13701694266093423
Q9Y296,214524.30862450766,172727.65498886834,0.12707742515592052
P11310,294865.05022037536,333025.9630079693,0.11360614709680888
P33316,3051541.2022584,2215742.4272586363,0.15310447739713973
Q16576,2883609.572287306,2201400.1909219,0.12523597495343072
Q00169,157372.05616266667,181514.78047107966,0.12149568253977883
O60814,2438405.3004193604,1966861.7879935598,0.11505761945009459
P06493,1104330.87732561,877509.9985339367,0.12191299796021243
Q9GZT9,77331.17935324444,96530.07355719886,0.1088819509198052
Q13191,62983.0083985588,82257.00265676154,0.13227743947344403
Q01518,4726533.96076909,3839471.3779672463,0.11276786903966646
Q15126,494465.7096344197,802194.337657874,0.12067274445999421
O94806,27130.528040221765,19442.207825789137,0.12917748537432874
O95777,544574.7248801057,403762.93900188064,0.14853651887321612
Q96CW5,59643.37537517107,44601.583000194434,0.11435759157252177
P62424,5329018.81021662,6497800.620610297,0.10149512264079462
P61086,1269413.3691488167,945844.1574395484,0.11622474560605348
Q9Y2B0,562568.7368337724,690791.4310449082,0.125001739087033
Q8IZH2,27311.5630711207,22095.671788947762,0.1057590241448189
Q969G3,119434.65495498081,82176.2024630019,0.1531394838711507
P62273,277928.87621035666,229216.71643050667,0.1305128757866563
Q9Y5Q9,80980.37313455784,59168.77464745627,0.15203881959308221
P29401,6550963.2447465,5642751.523957569,0.13112237547797237
Q9H2M9,1003916.2124071991,1390666.3612078598,0.12410201583167668
Q9BRX5,61006.76021792497,65864.47589830957,0.12342019155694192
O15400,213109.31150139004,172775.48272280165,0.1483046481715687
Q9Y3Q8,60355.15221626757,52609.006907805066,0.11909455341776921
P13798,1504849.9499674502,1152425.0248231664,0.1269220307911929
Q96KG9,360666.64411032567,275537.86122281867,0.12223335680943596
Q4G0J3,42196.298063414804,26935.7936867993,0.11931028777745574
Q9NQW7,275516.19758159964,221143.666169239,0.12483037448784516
P84085,292321.1944694396,207088.04637373134,0.09010323500074179
P53041,549810.32156732,385701.03256312694,0.14387758403321488
Q9H814,68864.39959850309,84782.26025054893,0.10792548456893615
Q8IZL8,40946.508802420234,25775.213727694267,0.13819952265392102
Q6NZ67,47010.44239626203,32035.783460965496,0.15744066446592275
P11233,25962.64627315356,22408.973898316803,0.12964887145459278
O00148,805396.6457027243,861972.0283203634,0.13173195062554222
Q9H832,171146.28474670133,205107.60188033766,0.14451275028246768
Q5TA45,44795.09063835437,32524.410774887732,0.1022104196239007
P61966,116598.7553634181,163603.56658350068,0.1286538680502689
O95239,49963.0128194568,34632.417745450664,0.1262120446635836
Q9UQ13,92713.23720487556,66416.91414060476,0.13264051811579333
P50749,135917.283338367,116057.263744595,0.13457786301871705
P20073,513595.8576341276,655523.4742056043,0.13658186347545598
P31943,1309998.4004725467,1194060.9870023935,0.1339330771953779
P23396,7206123.156025641,9183864.600800024,0.13556222239782187
O60341,188650.219947682,120691.41498391754,0.15560790325029988
Q9UH65,612826.8487858297,781252.2759328447,0.12458030397373729
Q8TF05,49048.44402020436,31337.910996783365,0.12327677664091626
Q8IUI8,148833.62948953334,112779.55705936666,0.12957532369438138
P19474,53321.67003970031,30847.710902691266,0.13343653472490916
Q9HBI1,118427.90847582267,94085.34449864295,0.1511615868039328
P39023,3607561.24633317,4259827.625363187,0.12793021312796013
Q8TEA8,194663.39304217903,303394.62376649166,0.14378886491816056
O60551,593371.2621751194,706549.9315537764,0.1393185991552291
P43246,469753.04113294836,332649.994217084,0.1295877700683667
Q02750,269255.62095965433,215834.81736811402,0.13258685484405341
Q2M2I8,41170.350344267594,24773.100003929634,0.09322055340969625
Q6UWE0,110617.8509796756,178220.67057813867,0.10122779851062855
O95989,180957.40163771532,143105.63992634535,0.16415400898139337
P02545,23262.5372641656,40136.038235633634,0.078892918347298
P18858,311953.3841882686,275145.7380460654,0.13745458693196985
Q96ST2,67504.97635179447,49997.8482180422,0.13906341150485185
P07108,9475112.674602037,12107682.794857433,0.14649139958709662
Q9H7E9,44657.02412251212,60667.86877406513,0.16451198925768623
P61604,2491644.154395223,3295358.2813084065,0.1371933203629237
O60678,80388.53336384772,93661.32891762734,0.12081801016409141
Q8IVW6,53274.72484670861,35217.67007317473,0.14594627462958343
Q06413,198901.45055643664,126510.20869837166,0.168321081053487
O75937,1354000.3227603647,878350.8474590132,0.14595685467117062
Q7Z401,101824.16962090069,77104.0422141462,0.15301615263807644
P04792,2092010.7747918665,1521403.7504176733,0.14368479935434994
P19174,114411.25849108654,70397.80098407327,0.1362031435946846
P35637,444257.432095793,603346.249152849,0.1357961916913086
P62861,2950628.910261283,4229682.41797273,0.17753037571151764
Q9UKV8,60730.520527996705,75054.89818875353,0.15028875920244308
Q92973,647535.942130973,508790.22203625063,0.13072653182143568
P26885,324502.6749424603,512735.69684837107,0.18008771835379495
Q9UBB4,623850.3375932784,722588.3786470703,0.13956357680449766
P12081,811912.259005796,1049571.852188657,0.14960035011208503
Q71RC2,56763.580620772125,73569.42131222003,0.15293485366326298
P35268,1715702.5913500201,2380010.170708684,0.13991565393938177
Q6IA69,42079.737491303706,54610.653332320035,0.13069940063866026
P54819,2009767.7027932666,1593189.9473239332,0.14736673897213737
Q9NQS1,59246.37163532456,90696.74112281886,0.15188109239424222
Q9UHJ6,35374.85483193487,49693.78442544973,0.14369238155101807
P50579,191822.462824348,152796.27639670667,0.1430411737109173
O00139,262196.517901584,212392.064170801,0.1433173008650451
Q04917,1612244.62711055,1247921.3419870667,0.14270263089033206
P06239,308804.700905171,371411.11483877833,0.1438290802939414
P01834,1878247.4388172869,2406402.5379184266,0.1368627554657763
Q96A65,71993.63202914807,94403.02954681737,0.16442716406256894
Q9UDT6,113955.75769282567,131762.02095543334,0.15947019836819143
P21796,52791.0059111873,76311.7739658681,0.17193490450061139
Q08257,532867.3802302503,703566.2519149211,0.14875000018605328
O95376,46987.23310573886,38661.21713248247,0.1430726748928019
Q9P2P1,119950.39229591534,164208.48570220367,0.1769871929917306
Q96DB5,69891.3691235372,51248.23733237947,0.13329380709454083
Q96I25,88266.4310652588,65683.51622896355,0.1473240990888166
P14314,1410704.9306976635,1568607.49796052,0.14404351976755858
Q969X5,42873.30688243266,59269.11759504451,0.1616680712019584
Q9NXH9,89245.337273376,53207.31022481384,0.14777140486156815
O00487,492071.774836749,581700.7251339437,0.1592112543010124
P78356,42679.95158896877,34893.384133969164,0.15956756235216013
Q96FJ2,277301.2907514016,338617.7510467077,0.14787371134885227
Q8WVM8,87568.25208845733,105737.6566098677,0.1635854446979052
Q96DH6,81234.20873317994,94985.41633627452,0.15424242869656718
P19387,75076.52706196315,61622.5628794022,0.1600115349002457
P49005,99643.47348900279,88527.32421080733,0.1486889743753994
Q8ND04,33596.1412704428,27159.9836592127,0.1569590688090031
Q96AB3,147802.738415519,256771.74420364434,0.14078195579149355
P63244,5639707.043568117,6753607.949424411,0.1511203318153063
Q13418,257281.12085370696,228504.98967676333,0.16123221824436718
Q5JTH9,159208.4557940023,205215.12709397436,0.1572093909937088
O75475,444244.6038950247,400213.21196219,0.15695722531698172
P42768,312859.6042905557,244952.09112357302,0.1465542357188933
P31150,5399031.286067794,4045129.37766002,0.1711956739619251
Q9GZU8,296469.768680783,239926.896476479,0.16288266813737215
Q07020,4941175.725147046,5807551.915278059,0.15466768792803023
Q9UI12,714724.4215031533,434301.680579325,0.17744564337992122
Q9BTD8,47112.71239471506,33209.513027457666,0.17244634772737466
Q15154,55358.154270892635,87533.67010513066,0.10391105507193935
P26373,5696989.0227100635,8270238.998268963,0.16084289043341224
Q9UKX7,140534.35495559798,103495.88664940483,0.13318690925077883
Q96HR8,213686.02343286303,277849.891504491,0.17982070425034521
Q96II8,23055.055209340368,29122.773166196668,0.14983648263417498
O75663,308051.64368855295,379977.6952995479,0.16415714720988783
Q6P1J9,31993.303782061335,26365.949722612062,0.17075114283813264
P51858,1543866.17002336,1968050.4740199465,0.15304713805755776
P41223,45490.948350537066,52553.66857723933,0.1442023348822213
Q86TP1,60502.35255818554,73819.33727314814,0.17124234940739547
Q12874,443091.32412389433,376495.70181470696,0.17647501459454917
Q9P1F3,2236738.1713530365,1564266.1974956,0.1649948904492349
Q9Y696,478266.71532787936,351288.2715815197,0.19930840394633706
P15056,59411.44222014487,42551.449913953,0.19548732627715304
P00558,21102362.042400632,16716488.168220667,0.15819366799070403
Q6P2C8,23623.946431880366,15137.491600196001,0.1801471254470108
Q9NVI1,416377.574510346,295247.99427189905,0.16617966623105454
P27635,2566035.431307797,3206494.1174251433,0.1339520145823919
P61289,923170.2195114987,792389.5848366093,0.1661037946259291
P35914,35909.883222821525,47438.24340987739,0.18088676976967297
Q9Y5R8,31319.572017443967,34411.19151375614,0.1544948273487716
Q7L1T6,27105.316083106696,16517.7783222999,0.1893586848435048
O75351,161102.4432515067,122738.17163543399,0.16309640500650333
Q96JG6,18851.67181854,23089.690366525767,0.15990162040122743
Q9Y2L1,222171.640082672,163420.80934556166,0.16939014434716798
Q9UKD1,99651.16655126796,76472.2542737231,0.18312302173347977
Q9H270,38105.321882100565,32163.1724090964,0.16007916104049819
Q9H1E3,305873.27469621,432491.18165711005,0.17751540369670485
P05387,11084212.53209086,14174890.859585801,0.17228630357093327
O75608,523922.54097446596,641670.936948024,0.16483484582911534
Q14738,141910.40631611866,108038.49275917,0.16938116490368926
Q96EB1,33402.0164814597,45965.43965809684,0.12823085492013495
O43633,215901.62624900532,262249.20958936965,0.17880965699439347
P55786,880007.1369722,780638.9725197406,0.1872632657092949
P25325,74716.83152919023,94709.58093007677,0.1681830996276855
Q96AZ6,454429.4242418693,257256.94790543002,0.22764772029157188
Q99973,23107.660711340137,45948.984987638134,0.15210524005499682
Q9UBW8,133638.71078536136,98252.0362444111,0.1549122215750163
Q8N108,60413.473872053,43665.707965207665,0.18116339171768756
Q9H4A6,320453.03614091064,241304.89009926762,0.1871093598439778
Q14839,926806.8058918826,640608.0834964367,0.16209529766967212
P41240,1065996.72649927,1022632.2656060444,0.17307794041478394
O75506,393392.08012845163,448034.3597559473,0.17514567289755847
Q9UP83,90407.26133641793,117944.9336797191,0.15802524965195275
Q13428,250643.69504930868,205519.43956370233,0.19458552292843523
Q5GLZ8,119692.68964998366,140784.98592783266,0.18840095202515963
P46778,1039653.2403032637,1372867.35425009,0.19604756034796614
Q01813,1583578.9019449132,1797328.6073007,0.1629901525628287
P24928,169496.351934204,127267.44041463434,0.17342033608730206
Q16881,414701.47224032163,310585.6222762327,0.1869523697088813
O95757,892160.9877278529,740675.2818583911,0.18696644102358706
Q6YHU6,69568.63801132196,49426.10231369003,0.1738358093689793
O43353,62290.35110349784,40647.403755084735,0.19002690954685542
P62701,4550294.295496943,5121235.12946846,0.17952016898911138
Q96F86,123445.22579305067,144166.38875247832,0.18054720313573192
P41252,859474.4854239445,953197.9236450543,0.1829465274613373
Q14746,48861.62660127653,39993.52494751643,0.2105918461964359
P42765,179697.82962738632,144055.77347116466,0.21549344454501274
O00233,269596.43537263334,203841.2657837857,0.16991027494933594
P61088,5572399.669378443,5021792.040948634,0.17920556638936247
Q70CQ2,82707.22207848054,53091.34603939116,0.16662535504841972
P62888,807658.5184098277,1103302.2923797604,0.1846086035804626
O43314,152165.7350338122,220412.4019708163,0.13834222687321943
P38117,230590.8027708043,311374.3319018367,0.2057699133007854
Q8NC51,5209445.720717796,6031335.250844154,0.19685195876158745
P52815,58543.183571558235,82723.02672704423,0.19875082626893717
Q8WWY3,384245.42762370594,259822.532443209,0.18003181267863483
Q8N1G4,221218.91839982802,262193.29727910866,0.19467966625969688
Q15020,397736.7636288333,350840.7809835733,0.1758509826828468
Q8NHQ9,67681.09452970994,82593.32496316492,0.19201249209126883
P78406,126615.37925282332,156575.18856245666,0.19820179969017226
P45984,144947.09522261532,127588.73374754132,0.19720601667299417
P49720,1432350.7784025997,1583182.4710723,0.2013045731826589
Q14241,11789.218599445909,22699.183775175665,0.11619641186577534
Q12873,376396.12434550765,284675.7083694477,0.1990232802828338
Q16539,247055.249276966,163183.4368385,0.17136267654880522
Q15637,324024.45189214166,226262.45937508732,0.19842362328898402
P19388,301255.00909346336,246427.21597836865,0.18445903928811364
Q99439,2181230.528859273,1850450.6009029131,0.19116448296798802
P68036,2904207.579523314,2319465.7129247533,0.2124655012834189
P05362,59749.61718974333,74134.37181287969,0.20075234317099372
P01591,257860.11304717397,194661.90430260167,0.20293525931792353
P49585,278315.57823886536,215474.86514086564,0.19785389702169484
Q9C0E2,22261.394109896068,19027.4046145146,0.21003732651652138
Q9UHY1,181080.49365694032,147594.63777319435,0.19526638235694166
O75347,1129201.5092823866,1463903.8846372731,0.18275702189858764
P48634,32403.363446001098,28151.84559480383,0.20542657559771188
Q9BXP5,346736.96239772264,250119.36394425735,0.21653811121996405
P17980,1604254.47192963,1256486.9923409533,0.19193388975432324
P49366,359176.344738768,234013.458978425,0.19286554073407014
Q9Y606,116055.74421301328,138600.74350025298,0.1855283615545067
Q7Z4H8,36231.13339729547,44100.6767513709,0.20694127444817742
Q8TCE6,44913.308655144734,61820.529145505534,0.22752914551162956
Q9NQT8,30007.298375707134,21322.5295312706,0.20565546149255323
Q3YEC7,223864.20277509568,186823.244869874,0.2081800366138489
Q9UNK0,7878.99281823093,13002.311868570201,0.16619957298549815
P63313,7443564.484420177,10667119.06180756,0.2087084687304894
P35236,70173.58608863706,95818.8191490262,0.22549068560815558
Q9Y6D9,84493.5442379784,69704.3892013111,0.20775045916287574
Q9UJU6,1419791.0683860069,1302501.6989758068,0.20944744499023576
Q7Z3B4,33234.31688950303,14839.056782433001,0.20557720723991108
P23381,5689564.573276349,4293834.059657563,0.1856049210624722
Q9Y371,241864.60473611896,218993.393385348,0.2046617156690658
Q86YS7,20569.343341632328,23937.260025593798,0.20999070839261735
Q9ULH1,24477.684482042987,58171.66655284393,0.19789863702338556
O60264,46234.22111435113,38245.228973170866,0.2017989708831658
Q01201,12157.973021835234,16601.4120464305,0.2345991573886872
O95456,326007.85827313265,218856.910206708,0.22782140494432784
Q92600,157095.97031658332,130360.87931001764,0.2051479299259476
Q13084,17912.948379013833,24029.098967577167,0.23816177206861286
P00505,387534.9398365957,502930.72272456833,0.19696614523312994
Q9P287,351756.02716865833,288670.83635871933,0.19705657472336427
Q9BTE7,99851.86606823803,66177.63417674568,0.1870788568471177
O15294,160071.63494672903,109244.2152343007,0.20660861952061843
Q9BXW9,137611.6554596047,95289.8467331325,0.21204193950194244
Q15907,1356821.4350069535,1040581.8971037511,0.21120742607174928
Q9Y618,26668.931057503432,22244.52141778487,0.2197199426231618
P08134,2330766.14885294,1942171.9753101568,0.21313041672589453
Q9BTY7,156691.8829121877,189976.2794914127,0.20533308656935917
Q15436,147625.60614932535,117901.55676197633,0.20419587231645336
P35658,83622.13132263576,68605.46724292923,0.21722582826689657
P62244,5079577.184453377,6100720.319380413,0.206518285989761
Q96KP1,45962.16139720323,55248.03290389583,0.20127926514834962
O14981,62264.27916307674,48319.2625608753,0.20206568268233469
Q92466,56741.677602884505,63276.016999766834,0.20385247463402587
Q9H8Y5,63862.08802860563,93859.61552608077,0.22208311132138703
O00221,96705.50086573133,66434.7301025951,0.19238820342816054
Q9BSD7,116228.08159831422,94141.70140839969,0.21844742852495289
P28482,641218.2849081183,585093.5158712156,0.20811913342015054
Q9H3K6,632670.1939026683,700564.0442404393,0.22591305988885924
Q7Z3U7,40709.195217828004,34844.32907969264,0.22742794119343318
P19971,1081461.5148385346,750116.664031595,0.19085272574727982
Q15365,3455777.5772546367,2796290.79421806,0.20174865412641285
O95834,225513.85948523565,209245.9886764953,0.2149134329721746
Q92879,75490.41056884227,64598.677652258986,0.22081190657719138
Q27J81,61355.91232306397,32158.46484067947,0.19325530119026219
Q9HC98,57565.728228722,43849.43745875344,0.21855023849346258
Q14457,57538.25548826156,43135.191019202335,0.23813585112627178
Q8WYJ6,972808.4007627036,1172391.5749542702,0.20022676694208646
P15498,224187.8320693133,174918.9944266487,0.23308436115367656
Q9NXG2,352076.7351647276,317532.50022439536,0.22006251277928807
Q06203,282498.86305704335,328318.771409817,0.2160860887201026
Q9NZQ3,26123.374923949264,21104.977470036032,0.20872161782717874
Q8WU39,3510599.5307323695,4228526.50287849,0.21708067811775172
Q9BSJ8,103149.04552773933,89853.39750043396,0.23812826532799358
Q8IXH7,172799.147492943,134587.828865365,0.22925380862896977
P31146,24122714.02390137,20627101.50104877,0.20925392770244422
Q8NEZ5,45881.1813501301,55852.75666512927,0.21105981725421558
O75348,263999.5069712297,235338.853591445,0.21303115457045646
P50213,213722.7974640073,165907.35497181097,0.209226504135731
P00492,1895346.6923060266,1527162.4700994298,0.21087331407199356
Q7Z3J2,46396.0297887939,62484.63697219803,0.21674961161665224
P84098,2313800.92125017,2953545.1925625536,0.22745174502179194
Q969S3,138455.62451047203,180505.49547387531,0.25991629813344364
P43307,64687.4462040645,86142.7484690703,0.24118048621211996
Q7Z7A4,73122.23954111709,93322.37324922743,0.2506255896744302
Q99856,184324.412701008,136782.60669793634,0.21509460746592143
O15258,63536.10984764134,95230.22351794371,0.23790116345814497
P19623,928398.832110739,1195343.2711453037,0.2536055601138
Q9NQX3,359366.79694031365,268730.6786100653,0.21396129562702096
Q8NFC6,39659.75188645484,34387.180415131064,0.2414966836105362
O43837,57540.42772129813,67250.34444480493,0.21519208733598444
Q9NYF8,60093.93545968616,76411.19673409338,0.24638857384920415
Q9NQ88,302499.1520022883,378972.01633277495,0.2538899782733883
Q9Y2D5,150843.66749081164,184132.86662687734,0.2532831684280974
Q9UHD2,142237.09841005827,104996.72137793947,0.22109478610424413
Q5TFE4,1142607.6960038715,1294307.3103601865,0.22796473647093857
P55196,65918.82239240476,94172.14199707723,0.26492749987124153
O75223,497883.31605009036,460797.20684735366,0.23008475509084117
Q9GZS3,999814.8525053567,871878.0832104372,0.21953357075739932
P50914,2698986.92297616,3298226.260092667,0.2680853629033219
Q93100,89216.9909145799,124534.42394841199,0.24669607567309726
Q7LBC6,138025.43643658867,110604.41546184065,0.22722013178751096
O00743,160072.43889043,187328.17199343536,0.24166633137892066
P27695,1069057.3129040997,1307710.7174222134,0.22150864710579926
Q9NUQ3,49895.199504724704,31596.7529500442,0.21245452932532546
Q13485,120468.40599164988,95939.17967317677,0.23712339232807494
Q15628,107690.57056329491,120589.475996798,0.23155741537276714
O95071,103796.9411020367,89406.52723389085,0.23926570255656734
O43924,39423.294467837164,49227.121400250006,0.22623374415636996
O14950,2228502.5598136634,2695215.2958352864,0.24537703884893006
Q9C0B1,364418.3889053706,479494.2463472803,0.2181331986581009
Q9NR31,376277.0194344036,286666.51991949166,0.25408796321863447
Q86WQ0,30515.99298021173,43468.09633999994,0.18419786637641125
P08865,11609349.265454793,8581165.723668026,0.2614197877994648
Q96EP5,396673.33421498194,346253.697815453,0.24469661200341922
Q4V339,37013.968833979234,20396.91362288513,0.23858919878037207
P50897,113123.77344985343,80387.48942627457,0.21080446453392035
A4D1P6,21959.19539025577,28438.977193805502,0.20805357849613873
Q99622,226266.20182504866,254921.26183609097,0.23098438855251918
Q86U38,59254.97857370359,35003.1388499564,0.23046935536247098
Q86U70,43001.9907567172,33282.9691617665,0.24703232372549305
P20839,131704.33987468,158852.84068487035,0.2563190433382759
Q7Z5K2,70699.00740070187,57561.10144804534,0.21607394558447865
P98179,781018.202083063,961723.7825695217,0.24349580012104907
Q9UBQ5,1321440.9031463235,1695605.8142664898,0.2645724940820308
Q7Z4V5,106040.0600950331,134860.70143687856,0.22396431136179096
P60660,3503193.8852381534,4265778.752132877,0.2223387378556451
Q96Q11,283549.7933364283,352026.560217758,0.25547452866917203
Q14697,1938837.29175544,1772918.3529646702,0.24539615559926728
P18077,3082073.2443399266,3760551.20917299,0.26039588267082164
Q9Y4E8,361934.5632988599,264640.69065491663,0.22542654850160834
P38159,121197.27275203937,171981.02050866766,0.2423612252839156
Q96FV2,64298.91286504443,78214.1342335925,0.26120451759284286
P54687,303138.9186932997,361227.3314164667,0.2694614882431194
O60613,140925.58821110535,118204.61789284466,0.2632211586194472
P11413,722843.6122917896,674308.4449153676,0.24411994088308123
Q00535,57407.291490718744,47708.12467310916,0.24082248285000893
Q5TBB1,96653.63798389708,72610.67215636524,0.22056339445615467
P38571,24626.518889501564,34993.20773746067,0.26078631212077036
O15143,1700177.4554472733,1472985.7339499164,0.2327094220571857
P46379,260631.35634140298,231631.0207120043,0.259299960763873
P49773,1312638.1769594466,1536117.1644046332,0.25274954886118567
Q8IXB1,44255.9179229571,31944.635865243337,0.24161447287772575
Q6P6C2,50639.61599640156,66935.6355333467,0.2561252683475612
Q8N1F7,198070.093504897,256949.2095848853,0.24482509318159906
Q9BZI7,85692.84097370484,105808.11110011418,0.22405440545639277
Q05048,46790.04499307827,39591.384440731636,0.26684325904131256
P63010,687314.626777832,817994.7863128601,0.23099945855633208
Q9P0L0,75273.51479672763,96506.27383565991,0.25045502888484844
Q00341,604908.8514705658,665339.548510547,0.24680129490658717
Q9H074,119375.87007356567,154543.94504800768,0.25407447557321455
Q92835,325060.93661288597,389340.66543593263,0.2666326996012011
P13804,817633.457186135,1076437.2872493055,0.23746540158725013
Q9BQC3,46556.40842586764,59853.116619910994,0.2764143262000126
Q9UN86,487276.0499783314,398793.6211689203,0.24701189858167405
P61254,3429751.1207599766,4493006.1979094865,0.2674688899611149
Q86YV0,214883.43880654,238881.36379556134,0.2475944208452756
O95379,1702265.1619441535,1247185.5414536025,0.2396194356139158
Q8N6F7,81537.51745040414,100500.37198245343,0.2624816254059544
P12268,2986908.58189653,3523374.6621512664,0.2442656301319393
Q9NQC3,36205.218977545206,49620.443690067426,0.2807683110360133
Q9Y6A4,42999.101791781635,64207.42903855656,0.24451982522064722
Q53FT3,437155.64012171933,361067.68680302735,0.262742997476148
O60610,979908.9618991865,723461.688644491,0.24052914536041145
P35251,56723.517062798026,43334.277640807326,0.26296876746908393
Q96CT7,127128.71900826799,172172.41456264968,0.24243147176906163
Q9HBU6,41497.319284750374,30697.610811882263,0.28031750642803505
P17612,383973.03856476466,460530.29369318177,0.2540820032040472
Q9HC35,442038.0527906756,526097.7586110503,0.2608632260500976
Q9NP79,440157.41706921934,393096.2227803383,0.2547069869900607
P41226,236591.33605534933,177052.05965630666,0.2327461847009763
P31689,981559.6808340303,858330.947513865,0.26602315473750576
Q5F1R6,30360.920641260174,39247.76255178257,0.23665986939524272
P07910,679818.8320300459,778411.324636165,0.27364302360036163
P42226,401901.29379412037,337748.84940660495,0.25659292115215093
Q96B97,559062.618197501,459379.7772272727,0.2553900830984332
P49137,67428.91977441193,55203.3453947663,0.24625282506635585
Q9BZE9,44937.29363991037,31873.559041974902,0.27531566078183023
P14866,197283.663287296,154615.3352037233,0.2674151391096699
P29966,1611478.6059640264,1114536.1341472531,0.2216966773392679
P52735,259492.6450628373,328671.1090409207,0.25024826910868686
Q14155,186654.11937172234,141146.001062427,0.2542341207950336
P14678,413005.8976450663,383621.9420752707,0.26653825669671743
O43670,384596.46536424995,336475.78792096366,0.2540105968721909
Q96BN8,258907.49290810467,181322.54145763066,0.26564254043135727
Q13905,53936.1078119388,69411.45551022033,0.30454381617203824
Q8NCW5,194421.48068165765,227223.28448357698,0.27397610131589883
P36578,3993696.204564683,4703184.385657909,0.27921471239151974
Q9H9Q2,329328.8275270487,276861.9991801593,0.2678245155775891
P40763,1336712.42660549,1079767.2373091916,0.24614613327994225
P25445,26005.344182526198,32568.4615191169,0.2519815794985344
P10809,4622727.2579806475,5222943.49372131,0.26988355600976777
Q9UKI8,72985.53568262751,54441.60971552704,0.27811083292538996
Q8TEB1,24437.613265274,16775.467320124535,0.2563281572369444
P18206,691635.6333971898,614356.2775805796,0.26007670131146887
P52292,248473.1653762893,212961.84832735301,0.2802452179991356
O75083,2052135.955290423,1707547.07606247,0.2498088359928159
P00367,154428.0437156,177902.5716236383,0.26814954192324586
Q15054,91621.06169435072,77212.33802514027,0.2684128077606353
Q9NXR1,242108.700340945,212112.2959688243,0.2710215971687964
Q9Y2H1,167980.83881778733,201437.73041908533,0.2828942100396317
O75934,218347.65386518431,190469.9940903067,0.28592906841484617
P62318,458209.30001334037,526675.64553125,0.2629131762905416
