accession,abundance WT,abundance FRDA,p-value
P28072,603079.1234662418,1017295.968617888,0.004133693510127281
Q09161,186055.66062932668,137020.247521775,0.005229462707274772
Q9Y2T2,187293.78201011068,138367.9254299793,0.0041659395296079265
Q9H7B4,38359.13244033337,59858.44259190073,0.008556528110424774
P07237,3255845.6688226894,4149206.67770431,0.005421348082577364
Q14790,62197.32408964526,98860.4981927786,0.0046420040613959325
Q9BR76,131757.28290263968,48608.138950214896,0.007075873466305595
Q8IZP0,134387.19893835034,93229.5950354315,0.008903143894069574
P17252,41514.22010777057,162128.02765079433,0.0019398946363360485
Q16698,105614.65911070666,138919.42050665632,0.009029905834464025
Q14554,40148.261238076,61633.84451397304,0.004774490644537121
P62316,889126.338358265,515000.73669257667,0.008388884348104926
Q15942,292072.35879509966,167508.23720971166,0.011311481441946776
Q96PU8,118652.53610477701,63340.414779091305,0.014653849811802382
Q12802,75104.75011594659,122076.84931457334,0.02096223118873465
Q9Y6X4,2300.1389318278434,27891.4195130492,0.0009136264056255316
O43776,747519.4043347178,541493.8547383697,0.007608984961687452
Q9P289,366318.92788282665,313431.471649583,0.011563946837177024
Q9NTX5,460104.56013801467,334419.5818730656,0.011595085837674749
P27105,32891.30951449963,85689.02385662596,0.003745902166286936
P25398,5356419.135214773,7084652.737765777,0.011352582023545965
O43148,137015.26506235567,95846.47810831344,0.010487962759445864
O14979,258424.20231686102,221051.21488705766,0.012246584995359393
Q12789,50876.831210288896,31466.857537238033,0.0063362462637345015
P06865,184652.70173999132,134950.46977069732,0.0069390955317396846
Q96JB5,15977.423519745467,29262.422313377465,0.019230616141080084
Q9BRP8,313386.2966109614,398177.23224668397,0.010893786053474581
Q8NFW8,23020.081947814135,12354.91995934737,0.007968756205011059
P33241,2287302.5690158666,3065960.7881711633,0.012739916827992845
P09104,31406465.147344466,19235940.956770267,0.014205771339554902
P63220,2409751.73375272,3089423.9935231768,0.014408677183833441
Q13325,72508.9382976537,11631.818435490308,0.012461804069462666
O94855,126732.503788638,140590.40045214232,0.012407146125821377
Q9H223,875479.8041374794,469644.2559385236,0.017237314578002847
P19878,281687.950063969,424788.99678793334,0.01651863531305592
P68400,591785.4236029676,498523.3802060003,0.014493611747477257
P14324,2225076.5285003167,3315833.1272547334,0.007755917409574406
Q460N5,102815.2460464445,22366.0399960192,0.03164091068447849
P33991,1536712.1748299634,1097232.9048745085,0.01287820564827282
P51659,83707.65445158091,61514.092753123805,0.014661415366822916
P04818,272306.81477718434,204321.56482557568,0.013955443641214548
Q13011,390722.65838844964,754699.8075885526,0.012794027839374634
Q13094,75951.08114933682,45046.7953695264,0.023504527204202406
O14530,54586.137742075836,37973.43221079164,0.009780875054949451
P51784,160058.50836527467,121369.79431132802,0.016850793546054968
O43707,386496.16447599995,527173.4930698179,0.016235964086606318
P51451,33602.30824797406,66131.13923796226,0.024296582740226235
Q86WJ1,13038.102508053946,4374.306722021501,0.05368017155240111
Q8TAQ2,341427.32131676265,226823.25550686033,0.02069242767505306
P62258,6406160.429453927,9308536.763511216,0.00958233710703094
Q9ULZ2,39743.958078066564,5336.08098845507,0.015316072734895285
P62241,8001461.949038249,10513162.857631749,0.0160174305122395
Q96BP3,63355.88994921643,45822.00037831393,0.011444301698128512
Q9BRF8,205909.24836248733,423029.3725750234,0.007551060254511778
Q9NZL4,49909.01554602187,74385.14861867014,0.011237233703428596
Q07021,872465.795821908,1327251.3875812634,0.014588368475849567
P04083,48504.43498772554,4972.293122077647,0.018544493113313958
P50750,87126.41216584611,60000.82416687551,0.009610804711845174
Q8IYB1,23500.221390608636,52270.44075566749,0.014038434181281742
Q9Y4K1,76112.49260435393,48832.5236017091,0.014477179801097589
Q7Z4S6,47113.46486147281,92307.0354204219,0.008670457531977527
Q8IYB7,36956.872474355005,44620.261639689765,0.017719452452395007
P29590,88164.3122735923,60839.103519142525,0.01090236208638251
Q86UK7,70427.4816342572,45135.87394193874,0.01940360939453734
Q14258,653825.813024327,497686.77597289835,0.024656434913780327
Q9UKS7,30136.179311175598,8650.985382078687,0.03210542739383747
P05141,96405.26553140873,136163.0902581157,0.02102963753996223
Q13557,81251.1722289043,41624.6375497231,0.019272261819944222
P55210,75231.2985541447,36701.259287790104,0.01999092330409644
P51580,69802.79783792888,41401.696278911004,0.021554355223203016
Q9BVK6,89745.02219296609,162372.00535000267,0.013967473048983357
Q9BRX2,61570.59116346651,100631.60418497276,0.017518215102718154
P30047,103039.2929855096,54663.2353836356,0.04129412396440631
Q8N806,148021.14429928135,103608.31421774744,0.022728272077575253
P16152,413700.87356144766,215410.00823640102,0.03953452267109199
Q9NSI8,178197.744320769,97417.6968341421,0.022695534612992514
O15355,1453776.7259904,871181.284887411,0.012146898808862485
Q96C86,657941.2498549203,914106.9867250887,0.01302318757534866
P06241,48249.676680655764,60005.41382172176,0.01998899970349817
P25205,1668411.07111325,1121116.7783850343,0.014824984429047455
P50395,5543430.296812524,4234132.346685913,0.023209552929319678
P62304,897282.216391072,584828.0906145247,0.02280800206385018
P49589,352612.09103425936,404301.89131836063,0.018627144027803303
Q14696,166082.29361748634,209791.94296894802,0.02037601577496941
Q12851,43883.119872012096,22321.700967412267,0.03981027218740464
Q9NVS9,384314.9251226443,476518.37252124975,0.015815340584659613
Q15080,349736.690042828,509760.256280312,0.016902903832304073
P39656,63597.698560889,133924.55434351135,0.014956195182263831
Q9UBB5,39579.307962821396,24292.5117027395,0.01684572885105864
Q9UBU9,22133.562994344436,37305.14823277944,0.014652715471975582
Q9UI08,398591.94172880333,252979.88221335268,0.026851514416928596
Q12907,296837.850262481,381342.73574095266,0.015584226707593685
Q9UMS4,403936.625745978,681263.1080538703,0.03204791665774885
P04843,58542.645721233064,97026.07418651805,0.011964918094441442
P06400,357172.28135430766,176451.05491604234,0.02392560579602744
P08133,525832.960139906,852151.1888286284,0.028758998691634452
Q7Z6J4,65704.2308357212,35297.779542074,0.04129881225871918
P08575,67198.8499627601,21170.328457653868,0.043415570185808786
O95671,213453.26561699563,160950.29312202867,0.028492701458958998
O95861,625520.1170955823,714941.6911436677,0.02064488799963915
O14929,1120410.2249848798,863446.3613130968,0.021343693877132155
P07384,1046872.9510791606,728099.2544567641,0.034130223978698665
P20592,218477.9831950433,120686.32246063997,0.019410817829322004
Q9UNF1,51250.8903603938,87164.36961732246,0.00897424909357489
Q99575,157779.98472724532,83336.88597264307,0.04295481244462812
Q6NZY4,106127.1339225459,58613.588181837265,0.03064690538342016
Q32P44,64654.44310880534,53809.58132063213,0.018507916197469863
Q6WKZ4,252371.50307808165,215519.941390216,0.02177869538521815
O15160,280219.94295560004,194255.51243589565,0.021848694002795092
Q92925,122521.09235223017,63439.3176232944,0.037069294880841035
P41218,66454.67675323196,21044.767663619336,0.0195589254315798
O43396,651219.7155164239,442635.46307883103,0.030293521251287755
Q16643,80726.761064359,41107.411862821165,0.028246652768457666
P19367,447465.98083335866,268805.7417214746,0.04611433912058093
Q9Y5S9,589167.244856421,708792.4021535111,0.02158169763405816
Q658Y4,88405.5303730797,57363.84325077994,0.024922475697112794
Q8WVY7,257383.89182918498,157225.49121081264,0.04962764050965433
O43665,322025.463811967,204709.03644105032,0.013270235400050626
P14598,1198185.21220698,1552449.0195440166,0.027186885185292445
Q9H4L7,105858.85235560623,66536.439107529,0.0280024941398475
Q12965,319207.710007265,241222.19890050203,0.023873179749305026
Q8NCF5,59606.12783972997,35275.92619375587,0.028014035726317364
O14745,382741.18696474767,571580.6746114753,0.02756346616734454
Q96MX6,107638.85196180166,138040.75860121867,0.028643496236116214
P49591,908577.3185341818,1114453.7743376167,0.032719335374131506
P09543,108126.7742764916,57794.92666532689,0.043163111495629514
P41214,96289.06814230651,125908.55150509467,0.023716904449191004
P12931,48738.686814304405,81678.02369815229,0.01624453618663532
Q13153,107358.2636841795,225666.78239290437,0.01643353868934652
P53365,70889.05033881195,87101.37747397531,0.026243997819954797
P45985,143820.990873692,172311.73078978967,0.03025091204268798
P19338,8522547.22085049,6335122.54397855,0.025442695080622992
P10644,705624.259479045,562613.6452056741,0.029459809245174006
Q96AG4,104816.38851571328,151790.26861909564,0.03296294914620876
P49441,37488.74141737446,12844.411268576077,0.057726274067578597
Q86TI2,84339.37088219669,63394.115599859935,0.03485166707922507
Q9UBE0,1033284.7568986462,742089.7186556692,0.032097234232188215
Q13188,26250.233701278197,6380.423266830603,0.02184204058782674
O60443,665019.2073217686,825004.9942619273,0.02751584079477693
Q5T8P6,118960.96331393834,76565.80915764597,0.017735942834495824
P51532,154529.13066996634,78899.1708152324,0.05395088757690024
Q9H993,329627.495465959,228566.53280657434,0.036459227203635904
Q9NR30,365766.46702122333,228590.3131707917,0.04328837154012105
Q86YP4,109204.94736558024,78815.0806210583,0.03604664412499138
P49006,484533.57973780873,343456.28029787535,0.034282565451403665
Q08AF3,69205.98806899473,170717.30393904564,0.005565584320168826
P49796,27703.151964550198,75685.02966035432,0.009339318145279387
P60866,3030528.06293687,4211163.332274693,0.03864147745393684
P0DI82,174192.27266548565,122496.28832281435,0.03136068440771421
Q13510,40667.953410814305,18187.244599696136,0.039372310708333295
O43760,355612.560478861,568169.7682593124,0.023411905913053664
Q9BSQ5,24903.226170669936,14396.982855997,0.05343029988473928
Q92917,36007.48599412466,22369.592440388766,0.021921288807197
Q6PI48,6708.9771157090645,19517.17770391817,0.006640554598272366
Q15645,140641.13125153267,122882.01725329833,0.02819124161141266
Q2VPK5,34650.90659785017,54964.60249886933,0.03042091879615438
P08567,4987263.808870076,3299984.3223094665,0.05694420402240679
Q9UKG1,150299.83905008633,85020.17041598754,0.045468905620771806
Q9UPN3,785087.879815639,1044298.860476608,0.04284513704709634
P62753,4685162.086567047,6242131.027368076,0.027008081815909028
Q13464,92931.18685002695,65446.6924627538,0.01986975920335305
Q9Y570,235531.05933229066,172960.92689401866,0.031798505134581434
P62249,3919185.430453097,5547130.689620813,0.02749721407082167
Q96FW1,1309176.94714717,1522810.16694248,0.02895263080280322
Q09666,311700.6503095483,165772.80899287865,0.05856359009501992
O15427,15986.109745524898,23564.926593912332,0.0419361464093426
P55212,57506.643354716565,35553.57062977742,0.028694911505496995
Q86UP2,70594.05101806286,89743.3788132011,0.03407528597587783
Q6PJG6,87618.64151974891,72790.35762079463,0.029898559102883117
Q9H9Y6,106433.7901721734,69220.1637928273,0.04807410784791131
O14497,79113.04249398889,52067.55389938906,0.01777828007022858
Q9GZR7,106265.80970838717,50380.241431250266,0.042979044870121025
Q13951,154920.51609728098,81700.05174666719,0.029260321317641957
Q9HAU5,117988.65491150967,88862.97083632677,0.031269934382486445
P62306,374434.75034720526,251652.10456334066,0.04889161891873164
Q9Y5P4,158038.907840442,85184.9847570201,0.05877258544363136
O60216,87262.25086458551,49369.90216911831,0.0493699982196094
Q8WU90,375104.0276355107,336811.83466412436,0.03606816308990824
Q9NNW5,63230.24323591454,41644.9869618485,0.06384511985616151
Q15428,73169.41785009186,51705.861057413975,0.06107413447218309
Q13547,479747.2645198547,325037.3524263823,0.06413765961573265
O95983,85117.02776000186,62163.19793760837,0.056258474214175236
Q9NZ52,89466.41921927517,71413.88329234846,0.042050990631353265
P42345,323737.82661127165,251073.69447214936,0.0379376553197541
Q5MIZ7,130737.23217393066,86522.24941761192,0.035260531578627186
P46063,725711.8815898737,537391.271469388,0.0398413045403757
P27824,376378.215919875,568584.3157383777,0.054015355833990045
Q96QK1,741930.783386738,483580.79373320605,0.024971717584609567
Q86XP3,165217.00403040767,117846.694698197,0.06122937637593462
O75791,281695.03310201137,231190.79655794267,0.0388682685156717
Q13263,2642346.184648344,1644649.0981027698,0.04726618570837706
Q8ND30,178299.03834995665,140587.284441717,0.043507659242286834
Q96S44,121526.107896532,174988.94861094232,0.05059412612582095
Q08623,1503631.3617548833,912168.3284729129,0.04727289617036274
Q01469,5075893.476456647,4583385.294461373,0.038643840721933186
Q86XI2,145029.957915856,62031.16972400834,0.0124955564344314
P04179,118788.34897137924,75129.7585921431,0.0668974514004435
P08559,36705.89338990516,58789.41737737193,0.04485543771989996
P10599,5194193.488996047,9344965.286474435,0.06497651332617614
P25786,3858596.33866157,3196339.941793987,0.05655803131006493
Q96GD0,82875.99287734476,51456.40099217707,0.05170085140951559
Q9NQT5,56518.17992521253,32423.988054349436,0.056545781066918085
Q03013,196995.611516305,113688.059050425,0.07307380015929052
Q96PK6,154470.90920082133,109366.9848634149,0.04266778646295202
Q15007,67328.91497850703,49427.4583835429,0.0544428620513203
Q5K651,43735.1475563996,35406.591662361934,0.05508898656519496
Q8WXF1,347806.81277646933,257327.957057997,0.04183572136975598
Q96HC4,48181.29819289799,27951.20304415007,0.04574871667299407
O94776,342460.4125327443,224463.52374715233,0.04529004499364132
P30626,889845.4563721893,1339429.3602054135,0.050651128254802794
Q92734,659480.1861117693,802780.8425688526,0.05146812696013098
Q15642,203244.54598178333,157773.38994376632,0.05662749111604271
P62314,3828772.0125281834,2260234.669339933,0.05507928628288237
P21291,363539.012932826,580672.1716162023,0.03661624358965541
O15260,195726.566404291,334463.967049136,0.04202460216019852
P56537,856090.8954216753,981631.9421286774,0.04279163493243786
P28838,2879121.65619733,2073351.97622347,0.04228674766346752
Q8IYM9,262365.76990330935,167112.31734413267,0.05712765075060145
Q16566,188403.22464711833,227909.18853633,0.06172200837225374
Q9UEY8,35859.5319032447,22414.363116117802,0.044142338313067644
P40121,535711.702519198,613088.590840698,0.04434050833562948
Q92890,240555.530136626,164354.37419146567,0.030622491192411984
Q53EL6,1867483.6422738235,2305080.01031763,0.05679960423689003
Q5TEJ8,115658.0347617276,183279.66270985734,0.04385488740966075
O43252,394093.7312041573,263056.0373411573,0.03885528839581733
Q9H8Y8,258445.89697051837,315404.9621077867,0.045941509312268015
P45973,89188.5913887749,125203.65169378983,0.05911506856970069
Q96C36,42227.161367457666,79449.0928368712,0.029062738127855575
P62854,2039210.28599934,2474647.28378658,0.03981965451678603
Q9BZE4,153859.5239605,104278.44314702759,0.07124371302258581
P51116,34825.210066488835,44889.74382020807,0.04092890923352899
P42566,535295.690038387,425122.32177363225,0.04912076517287375
P25705,289720.87313542695,203920.51030436135,0.06727422932214297
P16401,247507.11043447963,306021.20641184965,0.0530620449260636
O75832,104252.49642630697,169227.32962109635,0.06974311900890219
O43504,174682.96329599334,242863.20340087966,0.036227967026678784
O94992,76182.90660220943,50508.178319253435,0.06956716439796855
Q9Y5K6,189882.59079762132,120861.55779116566,0.07564926602990886
Q9UNQ2,70259.95981400176,87175.47148406754,0.04726361754117775
Q16851,621582.220416427,468005.3494517543,0.05795518298302332
Q86VS8,95397.42708866046,120050.798850957,0.059872702416836066
Q13451,657430.17150856,484402.23646317265,0.06508059157463957
P54136,1115436.3118955167,1284987.2666873133,0.044670839651970544
Q9UBT2,1212518.9177588564,843555.1831723885,0.05993328354784784
P13716,158043.69268457167,145881.18036954265,0.05332683904455758
Q13126,395070.51213901397,210766.82407584236,0.05172537065519577
P50502,2214385.3119468098,2791791.77251118,0.05222950304050466
Q9Y244,164988.79795201364,127626.85709557834,0.05838351523982319
P00491,1768231.5338622332,2312440.7748549636,0.05552563584985069
Q96KP4,1922649.2946748536,1365944.3181543967,0.033048683454534905
Q9Y6A5,50840.8201349116,25098.62244145603,0.1047266257149725
P68366,2056281.1151793867,1716939.0032639734,0.060954431536472106
Q86U90,77523.77641727593,146625.62254592867,0.03395762131214634
Q9Y3C8,141607.71936445733,193847.34404820003,0.048192995939228565
P48506,21999.91931368993,24299.81262207573,0.04782264441656043
P83731,4683162.377527143,6074209.054122314,0.04654043869471939
P30048,318502.46190236736,404044.9740261266,0.05553108113213557
P42766,1810849.91619475,2510810.6047239467,0.0647012556781707
P09525,490520.6376231097,384936.0292230987,0.0748782486046663
Q7Z460,196433.61850062603,156798.727333872,0.049063426874160945
Q99836,70291.08010750478,55279.58627488001,0.05731201200333977
Q07812,974895.4199718566,826507.0252550017,0.054962189045612383
P26358,170336.166519517,123903.44297342899,0.06486296334491472
Q6PKG0,393298.31599944434,542791.7139420597,0.04388083727973458
O60784,340527.76583588036,513447.10944163526,0.04685920990009699
P35611,68107.20566151837,41062.97880290107,0.065258113850939
Q9UJY4,477916.63721112,338683.6283779023,0.0565744898723118
P23921,1139159.3213719733,949434.8438008357,0.05557251795253087
Q8N392,113558.45551487424,153586.91231205733,0.047579518874627726
P60510,124385.87208138565,93476.9415927246,0.049516062641172656
Q92922,457249.979975943,338516.475087312,0.04636990666582518
O43566,102823.67564564121,172867.74736930235,0.05255587924552708
Q13162,3285042.67159259,2076202.3686761733,0.04882469333299218
O60343,112011.66411185266,132710.606767812,0.05224620367135909
Q13838,597690.2093436687,491535.9741355797,0.05926436116864384
P25774,160643.35820371867,95363.69988788373,0.039770673860125234
P56192,1152557.8466549965,938274.3615937517,0.04782077778799772
Q8N8A2,213882.5074396313,161637.80470190334,0.043674242195940176
P51003,117572.92570376483,78919.681097946,0.0666099491701855
Q02878,6592266.66526312,8712496.675426474,0.051402387841291905
Q9H6Z4,240144.83749358534,183066.47997768165,0.05372995279980357
P49458,2309474.063549953,2517270.9834163203,0.06112634143957714
P06734,112116.23527524323,180192.15942389367,0.0433456300442991
P49959,340081.3339974373,289061.5572030973,0.06931050336447428
P60484,80273.92378270942,60307.66576833979,0.051732053317287585
P61313,3672900.7081697867,4462999.9515731465,0.06772999908893292
Q9UGR2,65319.22105126801,118981.56062849982,0.06156871036796957
Q70J99,32517.113772433466,25344.295544526994,0.06629228380447658
P36915,146013.686536674,93635.1379898351,0.058351055394111735
O43681,765624.1276772121,566159.3207073347,0.05968514168805946
Q96A49,153904.79646861032,127295.38347647968,0.07280834223554598
Q9UQ80,3425322.5694068135,4384873.100305037,0.06887915256866059
O75116,80095.25346057644,57480.787082956296,0.043660144906806586
Q9UNZ2,344281.41323783266,468603.39345337596,0.04941532300164334
P25490,117320.13193532334,103002.98021691314,0.05776148571112323
P62495,923285.4135413353,817225.0792733207,0.0613353795960813
Q8IV08,26579.822584062535,37864.765449485836,0.059306457882181196
Q53GL7,83233.65596219047,47079.86629107137,0.07906022307480903
Q9BUF5,521099.163516749,658232.5229566264,0.06017847565283956
P62834,448302.9198179107,646553.0374105104,0.04269044236457659
P29083,154974.808711865,113249.0960106615,0.050321234343876885
P78316,23799.1595597163,17232.409081258465,0.07997509068556186
P23528,21078799.617961835,16295513.453419467,0.059662738164094724
P63208,1322223.4053612999,1140823.2254819032,0.06239056693658143
A6NHR9,204405.34844878933,87121.16212724587,0.07690854660731329
Q92785,100524.07873059243,58680.30660471256,0.08243343068892908
P48444,1242354.1048430135,1055082.2355412387,0.0625956447778057
Q96RS6,332919.1993674606,258410.62710940102,0.06025624436090966
Q96H79,107840.1791973263,70400.22242566913,0.06942605811994454
P46926,142895.46202373633,103878.9928145344,0.05340218881998808
Q9H2H8,74091.75325630257,56967.918340392294,0.054858730084973904
Q96I24,41364.4749934689,60876.10316829131,0.0925764280654712
P35249,167333.634545572,133116.98665047734,0.06357784349887326
Q16836,624183.9733814774,821828.8548529024,0.055616382913094155
Q13885,46403217.6964987,36115897.46142843,0.07061066312746558
Q2NKX8,31749.1994870035,6789.973259135487,0.16929158213599896
P27708,991288.3119717505,1096907.7557270534,0.06442321650491885
Q5VZ89,48628.137706344765,33045.71770571083,0.0733603630140764
Q5T1M5,188498.2567754863,132793.824502318,0.07790770013490875
Q9Y3B4,139661.10184169366,110300.11626079114,0.06435425607734728
P80217,190979.63806293465,120104.31400389723,0.08082826518883512
Q9Y316,223946.45770315165,168635.73298640034,0.07283493446510828
Q96AK3,95200.4188927927,121836.75058106233,0.05991986383642902
P31350,573109.267550766,418723.2869462213,0.07811260702504945
P30044,1545191.9631711633,1987906.8395521734,0.06313035583530836
P23743,80884.5145335081,113275.13739013334,0.07404401838961963
Q9BYX4,180438.57184154997,105148.57027135919,0.09452715187961563
Q5JSH3,61351.13228646857,76868.00541903944,0.06563730285224134
P11908,1187416.4062050732,1419361.3876148632,0.06809889008157372
P17900,490788.80678036367,759994.5208407637,0.04859580639665031
P21127,26168.729875533536,16279.908783493132,0.03227632871916194
P30040,2273331.8460829468,1880801.51707458,0.0607493063920054
Q5TDH0,181744.77638561736,119095.61658469669,0.07202307139841818
P23284,3328601.2910634167,4865886.26747452,0.08298653968969331
P61247,4410950.268351234,5701827.5119067235,0.06725142320339783
P31939,2814187.3521788134,4051297.8749674098,0.05949747468442994
P46781,5311309.886382917,7555047.2537761135,0.0622823805561536
P37802,5811844.213368897,7460173.147731218,0.07357020178704424
Q9UKE5,92131.27210107255,118479.75126779366,0.06056296201121915
Q14566,1710565.1521298934,1003574.3024734551,0.11759746462597766
P43250,80355.42259992247,63752.522877404765,0.06573273005860084
Q99460,1311453.7304856267,895699.6211711989,0.08907280342393663
Q8TAT6,264476.65438864264,203162.76904984633,0.07013591154560024
Q9NRA8,14877.820033097434,8770.619443416163,0.07843310519622819
Q5SSJ5,131860.23421274734,108205.10503451918,0.06499891766536599
P62277,4436861.963419713,5545936.957403109,0.07740940931430608
Q9Y6E0,318383.40994325234,234464.653623641,0.06986745662527251
O00299,4323899.639460967,2781685.5417442997,0.08953627098074601
O15397,150881.885844643,108898.00018026803,0.06933248101291697
Q9BVC3,51177.49642773436,29362.6333227948,0.11297431350679346
P48739,484078.42042356334,634851.5938494037,0.07285204572686656
O43324,615775.0740429814,531586.7719016518,0.07881853217277923
Q12765,185621.20505738867,118356.87362964689,0.0641465608011638
Q8NFD5,61232.68611194593,42241.3765601914,0.07962415364627091
P22681,145995.57335730633,104483.73394681932,0.08073905771071103
O95999,104859.8883103864,79845.84653186794,0.07475162707979308
P61353,3444713.7740507633,4576832.966571097,0.07793561048014029
Q9BV20,554489.2083384837,892738.225921794,0.08200280738484934
O95782,440146.66020121565,397749.782653041,0.07923975024970195
Q9BTE3,142085.86128392364,110112.69612171967,0.08987635877889974
O95219,45636.94355451366,61013.949179588504,0.06496615138746614
P09417,111526.38813834709,173741.41015429198,0.07868008929326252
Q96GX9,198072.95136178503,255598.12650892834,0.05788130147313932
P33992,1664641.1116189368,1143735.13004042,0.10501083365195152
P28161,89566.55255306944,115812.19599336766,0.060616778358454346
Q15404,370965.0397627093,268241.0676283923,0.07401913140487443
Q6AI08,27454.885299384634,45494.54290282989,0.05348076324682716
Q13043,613866.3232282703,512803.951544801,0.07940424713302373
Q6JBY9,315179.43907365564,381342.2663386793,0.07861374168995448
Q06124,344565.017258892,241618.740450764,0.0834716712416951
Q5JSL3,70874.8335936771,42429.002176489295,0.06361371465621728
Q9NZT2,171700.96443222868,133682.98454294668,0.0921550892083558
P04632,1110668.1189897566,1565603.6899051399,0.05514427323254975
P46782,4281463.600148986,5130527.678461458,0.08040115396457963
Q9P0P0,187340.40630343035,235213.391553138,0.07157262785807844
Q14558,171916.9956881127,242204.15314982168,0.08500787797095466
O43617,177050.1767821617,148927.09569252434,0.07075687975585271
Q96CD2,69092.85865083185,104859.5503420187,0.06708550682259533
O43823,50393.94434910076,27148.532716793463,0.1161859844403671
Q3KQU3,45655.374253834736,30360.531760908936,0.08031404185966326
Q9NTI5,256667.79311755698,192261.10404037967,0.08325497770879556
Q7L513,74938.99141434487,135156.73638527666,0.058139682143908605
P19784,297558.04036009195,200906.89058723333,0.11374902874971565
Q13107,184346.357016554,96386.6525090674,0.09941593557221448
P16949,4584944.301854673,3357529.5236232965,0.1020432174074361
Q92608,563810.8840559291,701313.1800791776,0.07369526138462965
Q15833,184738.57773944535,135259.565780816,0.07177801031816414
Q9NX58,471800.2549461967,346549.924983199,0.08460047219597473
Q8NFF5,63484.38969455074,97178.86537385419,0.055842131713026336
Q6GMV2,67579.75814568614,79493.93627667626,0.09126746542979094
Q99832,6608094.145423196,4476424.512974027,0.11501496316075063
O60711,1691227.3668949332,2820630.1970185335,0.1049192618855363
O60832,74083.37700750768,91138.38717863536,0.09365755089493699
Q9Y314,26379.191975209134,17384.8209070294,0.07047433915170681
O75822,798609.1394524866,1072301.8485097755,0.08982093321581644
O60826,45741.71882944133,49452.5288149389,0.07945153649273412
P54920,243818.484899951,186721.46825992165,0.08459995957369969
Q9Y6I3,38084.737091623705,26616.820417934334,0.11621239232490058
P49903,287917.92241350096,199862.95060179464,0.07708814291331405
Q7Z5R6,465036.61237567867,363695.06892635534,0.06346104294910838
Q9BWD1,818384.0870192368,439160.40252108994,0.14966472104226164
P27694,705957.3081967221,563024.7905568738,0.07164386377782107
Q9H4M9,830485.1121743764,1105134.570226769,0.09517006981465524
P49321,4795387.725877504,3544938.502196713,0.0853151096486343
P61158,7807007.849325694,5889428.314253333,0.06971503562060954
Q14997,161465.09257711234,105688.03086043947,0.09297533318684321
P15121,2863005.496951503,2072797.13055499,0.08908297071210688
P28074,269188.40608889837,355017.7488520083,0.08385762876868635
Q9Y3D8,159569.110717307,133983.16239219534,0.07988615289613973
Q53H82,52874.2072308505,35705.692426325666,0.08499813825927721
O00151,4681499.829812986,6618005.632299744,0.06933016654173732
Q8IY67,693367.6212720944,579970.1466602663,0.08778211942223205
Q15057,126153.25263110733,89624.33207492814,0.07358691813273538
O43516,207104.95909966502,157862.74316803666,0.08432086309867595
O43149,80344.14733191482,108805.03835081706,0.0767778176859881
P34949,520651.10687121825,613509.6331132416,0.0860913733396186
P04899,328917.464176835,405572.8051106154,0.10581169627617636
P35813,223642.19506687633,305004.3555013757,0.09041711297907193
O75396,146166.01644397533,222110.138129833,0.08336311651232074
Q9Y4E6,25702.4703578734,14375.3096851316,0.08943549993769913
Q9H4E7,43776.651624140264,29684.241410829465,0.07324235351713348
Q14008,458626.460790235,343104.848413112,0.0883296290302958
Q99714,230889.38528162698,294836.237981786,0.07813976921860867
Q9UHB9,283814.5140705003,388610.99123508733,0.06386833959664649
O15145,1946481.411976803,1522766.45928125,0.102331424979313
P13995,51560.70516404833,95809.1294554841,0.14803857988686248
P23443,130646.75176798801,101794.0482824052,0.09305896003437443
P16930,269568.45531518006,194209.28359089966,0.0630760981730353
Q86X76,222968.24294879867,361272.83427397534,0.08571069620234816
Q13501,215968.31315442,167499.149307742,0.08612755669452647
Q13045,623710.458082453,442600.10833296506,0.09879280715071523
Q9Y617,552024.447532181,748184.2916996797,0.06523308348364848
P49247,281619.5079459077,396348.6452240327,0.10993155177298483
Q13469,19237.058842676735,32255.150567543005,0.04551378871867622
P52597,1338781.0005415967,1119444.0055475235,0.09458447641232869
Q6P158,6921.5386475840705,10706.909534820625,0.1064013382918669
Q9H1A4,42102.212695685,57491.54994577406,0.09716602479379782
Q6XZF7,153830.936567536,228692.289669679,0.11417723543380855
Q7L5N1,334845.6561567963,281199.23910818866,0.09195441965441746
Q6P1N0,19348.0548436863,12424.22065292619,0.10825027655115264
Q9BTM9,347416.868730328,298620.23087395635,0.09269241098370538
Q16656,43974.82122489731,28569.639661436162,0.07679818361955483
Q9NPF4,150715.21772580864,198308.36952844766,0.09023973574149345
P52630,397356.06809846265,233542.04697922067,0.1032888358054753
Q14289,350647.67624142737,411196.909964501,0.09705749866535132
Q9HBM1,67962.0139794457,51075.16112248146,0.08906619083645993
Q7L591,157447.96064512266,128733.13271164265,0.09210584163057953
Q9ULV4,1371017.1180841867,979041.8900593728,0.10924617479977958
Q9H3P2,65552.85128904697,50504.04549987334,0.09851060250417383
P28676,283278.164927188,250125.83622731233,0.10311588999265252
P39748,1493641.7058284,1255639.9119950233,0.08918743779816696
Q8IWX8,73649.17386943994,67012.4663342304,0.09309429079336158
Q8TB72,39064.97204029576,48838.215692688165,0.10529432491777004
Q9GZT8,154847.02689251167,190432.18778121134,0.09589713988843451
Q9Y4L1,983114.0018125704,1405615.0111572368,0.09764804397199582
P25098,326699.6414472377,213919.17465328003,0.11218539676481955
Q9P2T1,162112.275012378,194041.07913546366,0.09631769403900738
